#{"t_start": 1775812281.8637247, "env_id": "None"}
r,l,t
-1.2,1,52.490088
-1.26,3,52.492244
-1.32,5,52.563725
-0.09,5,52.601587
-1.65,16,52.748306
-1.2,1,52.748932
0.0,2,52.784988
-1.2,1,52.785654
-1.38,7,52.858127
-1.23,2,52.859352
-1.29,4,52.895953
-1.23,2,52.932144
-1.29,4,52.969159
-1.32,5,53.00658
-1.23,2,53.007893
-0.45,17,53.191357
-1.29,4,53.227972
-1.2,1,53.228651
-1.23,2,53.229843
1.08,7,53.302568
-1.65,16,53.449748
-1.2,1,53.450393
-1.2,1,53.485392
-2.01,28,53.741925
-0.24,10,53.816364
-1.2,1,53.81703
-1.29,4,53.853598
-1.26,3,53.890127
-1.2,1,53.890774
-1.29,4,53.928612
-0.24,10,54.038352
-1.44,9,54.112264
-0.24,10,54.221223
-1.41,8,54.295305
-1.2,1,54.296053
-1.44,9,54.36981
-0.12,6,54.443513
-1.26,3,54.445234
-1.2,1,54.480279
-1.26,3,54.481975
-1.2,1,54.517023
-1.38,7,54.556661
-1.38,7,54.629234
-1.23,2,54.6648
-1.2,1,54.665481
-1.23,2,54.666718
-1.41,8,54.740385
-1.2,1,54.775391
-1.2,1,54.776071
-0.09,5,54.813256
-1.23,2,54.848841
-1.47,10,54.923594
-1.41,8,54.997277
-0.09,5,55.034617
-1.59,14,55.180084
-1.32,5,55.217195
-1.26,3,55.253248
-1.2,1,55.253883
-1.11,39,55.618815
-1.56,13,55.728957
-1.2,1,55.729591
-1.44,9,55.837427
-1.38,7,55.876247
-1.62,15,56.023573
-0.06,4,56.060362
-1.35,6,56.132675
0.0,2,56.134032
0.84,15,56.281503
-1.2,1,56.282138
-1.2,1,56.282747
-1.41,8,56.355794
-1.29,4,56.392793
-1.44,9,56.500718
-1.2,1,56.50138
-1.2,1,56.502043
-0.3,12,56.612423
0.9,13,56.723433
-1.2,1,56.758394
-1.26,3,56.760188
-1.2,1,56.79513
-1.2,1,56.795816
-1.32,5,56.833436
-0.18,8,56.907443
-1.2,1,56.908081
-0.27,11,57.018832
-1.2,1,57.019453
-1.41,8,57.092864
-1.26,3,57.128955
