#{"t_start": 1775808545.3582988, "env_id": "None"}
r,l,t
-1.2,5,8.210208
0.0,7,8.22188
0.0,13,8.240946
-1.2,1,8.241624
-1.2,4,8.24821
-1.2,19,8.278857
-1.2,1,8.279503
0.0,21,8.310944
-1.2,1,8.315526
-1.2,4,8.321828
-1.2,6,8.328907
-1.2,1,8.329562
0.0,6,8.340723
-1.2,8,8.353021
-1.2,4,8.359154
-1.2,4,8.365297
-1.2,2,8.366426
0.0,2,8.371563
-1.2,3,8.377158
0.0,8,8.389515
-1.2,17,8.414251
-1.2,32,8.462514
-1.2,19,8.492035
-1.2,2,8.493457
-1.2,2,8.498553
-1.2,20,8.528558
-1.2,5,8.535205
-1.2,5,8.54206
-1.2,13,8.560675
-1.2,4,8.566762
-1.2,7,8.57835
-1.2,1,8.579013
-1.2,7,8.590612
-1.2,3,8.596221
-1.2,8,8.60857
-1.2,2,8.609737
-1.2,11,8.627305
-1.2,3,8.633004
-1.2,5,8.639611
-1.2,25,8.676983
-1.2,1,8.68159
-1.2,1,8.682214
-1.2,3,8.687806
-1.2,1,8.688495
-1.2,3,8.694253
0.0,33,8.743352
-1.2,19,8.773041
0.0,7,8.780894
0.0,7,8.792783
-1.2,1,8.793402
-1.2,8,8.805451
-1.2,8,8.817709
0.0,19,8.847351
0.0,4,8.853505
-1.2,5,8.860115
0.0,13,8.883043
0.0,2,8.884431
-1.2,3,8.890132
1.2,6,8.89759
-1.2,2,8.902723
-1.2,6,8.90982
-1.2,2,8.91484
-1.2,19,8.944669
-1.2,9,8.957444
-1.2,10,8.970573
-1.2,15,8.994305
-1.2,11,9.012015
-1.2,10,9.025283
0.0,13,9.0481
-1.2,8,9.060346
-1.2,14,9.079759
-1.2,6,9.090815
0.0,4,9.096995
-1.2,42,9.15847
-1.2,13,9.177231
-1.2,1,9.181804
0.0,3,9.183499
-1.2,5,9.194214
-1.2,8,9.206321
-1.2,11,9.220002
-1.2,8,9.232059
-1.2,10,9.249672
0.0,3,9.255666
-1.2,1,9.256329
-1.2,1,9.256942
-1.2,7,9.268874
-1.2,2,9.269978
0.0,8,9.282354
-1.2,17,9.311577
-1.2,3,9.313233
0.0,8,9.325898
-1.2,12,9.343987
-1.2,17,9.372653
-1.2,3,9.374286
-1.2,20,9.404225
0.0,2,9.409544
0.0,8,9.422035
-1.2,7,9.433577
-1.2,9,9.446154
-1.2,2,9.447312
-1.2,9,9.464108
-1.2,1,9.46472
0.0,3,9.470365
-1.2,3,9.47204
-1.2,1,9.476588
-1.2,1,9.477228
-1.2,1,9.477809
-1.2,14,9.501096
0.0,3,9.502834
-1.2,3,9.50845
-1.2,14,9.532375
-1.2,2,9.53358
-1.2,1,9.534163
-1.2,1,9.538699
-1.2,2,9.539831
-1.2,3,9.545474
-1.2,7,9.557048
-1.2,5,9.563802
-1.2,9,9.57654
-1.2,16,9.600819
-1.2,2,9.606042
0.0,2,9.607262
1.2,14,9.630625
0.0,12,9.648862
0.0,4,9.655348
-1.2,5,9.661992
-1.2,3,9.667571
-1.2,1,9.668248
-1.2,8,9.680358
0.0,14,9.699922
-1.2,6,9.710994
1.2,25,9.748328
-1.2,6,9.759359
0.0,4,9.765565
-1.2,21,9.796519
-1.2,9,9.809318
-1.2,1,9.809917
-1.2,3,9.815506
-1.2,19,9.845629
0.0,2,9.846871
0.0,4,9.853311
-1.2,17,9.881809
-1.2,5,9.888635
-1.2,9,9.901553
-1.2,17,9.926173
-1.2,11,9.943928
-1.2,2,9.949001
-1.2,3,9.950686
-1.2,9,9.96727
-1.2,1,9.96787
-1.2,1,9.968488
0.0,13,9.987734
-1.2,3,9.99354
0.0,18,10.022826
-1.2,1,10.023449
-1.2,1,10.024097
-1.2,1,10.024688
-1.2,1,10.029249
-1.2,6,10.036744
0.0,15,10.060928
-1.2,3,10.066529
-1.2,2,10.067644
-1.2,6,10.078735
-1.2,6,10.085898
-1.2,1,10.086493
-1.2,2,10.091583
-1.2,3,10.121768
0.0,3,10.123574
-1.2,2,10.128678
-1.2,1,10.129302
-1.2,12,10.14762
-1.2,2,10.152912
-1.2,13,10.171917
0.0,5,10.178678
-1.2,4,10.184801
-1.2,6,10.19586
-1.2,2,10.19699
0.0,8,10.209371
-1.2,1,10.209952
-1.2,2,10.215076
0.0,6,10.222504
-1.2,22,10.258586
-1.2,3,10.264428
-1.2,1,10.265119
-1.2,1,10.26574
0.0,10,10.284164
-1.2,11,10.298009
-1.2,3,10.303692
-1.2,4,10.309812
-1.2,12,10.327982
-1.2,5,10.334606
